Long,Lat,Junction_ID
-79.3816376,43.7520447,721
-79.2798691,43.7352448,722
-79.2528992,43.7514763,723
-79.4221725,43.6326828,724
-79.3708878,43.6645203,725
-79.3152008,43.7901306,726
-79.3255463,43.8009224,727
-79.3888702,43.6681976,728
-79.4524536,43.6563225,729
-79.2712631,43.7371788,730
-79.231575,43.8133621,731
-79.3317184,43.6700897,732
-79.1975784,43.7589722,733
-79.3057938,43.6835403,734
-79.4732437,43.7045212,735
-79.5495377,43.7276535,736
-79.3834229,43.6450844,737
-79.3710327,43.6582947,738
-79.6133423,43.7321777,739
-79.3049927,43.6874847,740
-79.4305267,43.66745,741
-79.4227448,43.6941071,742
-79.1967163,43.7682648,743
-79.2514954,43.7721443,744
-79.2734146,43.6879768,745
-79.2279282,43.7399826,746
-79.3812256,43.6570396,747
-79.5313721,43.6096039,748
-79.6125946,43.7204056,749
-79.5177917,43.7006035,750
-79.3982468,43.6433029,751
-79.3079224,43.6739311,752
-79.5803986,43.739727,753
-79.2914658,43.7269974,754
-79.4083252,43.7331123,755
-79.5580597,43.7600021,756
-79.214241,43.8087425,757
-79.3469543,43.7652893,758
-79.4531555,43.6941299,759
-79.4610977,43.6651917,760
-79.5437622,43.6067924,761
-79.3375702,43.6862679,762
-79.5299072,43.6402283,763
-79.4276199,43.7430801,764
-79.2253265,43.8335533,765
-79.3140793,43.8097153,766
-79.4827423,43.6710701,767
-79.4740753,43.6789017,768
-79.4994736,43.6801224,769
-79.5784149,43.6898994,770
-79.4893723,43.6769104,771
-79.4015427,43.6671638,772
